stationReference,value,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
E13840,0.201,Hurstbourne Priors,51.213634,-1.369723,0.88,0.072,0.88,0.15
E13851,0.536,Bransbury,51.177844,-1.39845,0.99,0.27,0.84,0.32
E13951,0.321,Fullerton Main,51.15131,-1.459531,0.68,0.137,0.58,0.16
E13961,0.053,Fullerton Side,51.152158,-1.460093,0.35,0.01,0.34,0.1
E13980,0.0,Rainfall station,51.218761,-1.473747,,,,
E140,0.399,Maidstone,51.271553,0.518493,3.577,3.688,0.75,0.234
E1406,0.834,Stamp End Sluice,53.228743,-0.528903,1.352,0.0,0.988,0.846
E14080,0.0,Rainfall station,51.252655,-1.256994,,,,
E14250,0.226,New Valley Road,50.727478,-1.599044,0.79,0.01,0.75,0.02
E14261,0.196,Chewton Glen,50.745533,-1.683293,1.23,0.06,1.23,0.075
E14270,0.626,Brockenhurst,50.815958,-1.550253,2.131,0.027,1.32,0.131
E1435,0.363,Barton on Humber,53.689056,-0.441274,0.97,0.0,1.2,0.269
E14420,0.1,Rainfall station,50.824355,-1.559116,,,,
E14430,0.2,Rainfall station,50.760875,-1.670302,,,,
E14440,0.4,Rainfall station,50.744376,-1.57404,,,,
E14530,0.092,Meerut Road,50.824241,-1.576864,1.014,0.0,0.37,0.028
E1457,0.0,Rainfall station,53.275431,-0.63753,,,,
E14670,0.315,Gurnard,50.755479,-1.333222,1.949,0.0,0.75,0.065
E14722,0.963,Burnt House,50.664649,-1.176646,1.57,0.014,1.57,0.04
E14741,0.345,Atherfield,50.61912,-1.353938,1.52,0.06,1.52,0.1
E14811,0.181,Carisbrook Mill,50.695451,-1.305261,0.81,0.006,0.38,0.025
E14821,0.245,Budbridge,50.649055,-1.249848,1.34,0.02,0.6900000000000001,0.05
E14850,0.0,Rainfall station,50.626578,-1.225903,,,,
E14880,,Rainfall station,50.671665,-1.399223,,,,
E14893,0.0,Rainfall station,50.754772,-1.304596,,,,
E14900,0.4,Rainfall station,50.677559,-1.505295,,,,
E14910,0.3,Rainfall station,50.722216,-1.142162,,,,
E14920,0.0,Rainfall station,50.691845,-1.308358,,,,
E14930,0.0,Rainfall station,50.623497,-1.307947,,,,
E14940,0.0,Rainfall station,50.681247,-1.198111,,,,
E1502,0.254,Market Rasen,53.38885,-0.330909,1.392,0.0,0.898,0.063
E15060,0.502,Monkton Mead,50.729406,-1.152672,2.65,0.177,1.9,0.02
E1521,-0.053,Duston Mill,52.227978,-0.934098,1.329,0.0,0.949,0.46
E15230,0.074,Westerham,51.266809,0.065457,103.274,102.723,0.8130000000000001,0.03
E15240,0.327,Otford,51.304292,0.18632,1.102,0.033,0.8,0.072
E15250,0.149,Hawley,51.423959,0.230865,0.637,0.0,0.4,0.018
E15260,0.201,Crayford,51.450401,0.173287,1.32,0.033,0.9,0.076
E15280,0.381,Lamorbey Park,51.440152,0.113674,2.326,0.0,1.0,0.278
E1530,1.369,Summerford Bridge,51.107299,0.139866,3.756,38.981,2.7,0.019
E1533,0.405,Fotheringhay,52.526819,-0.428685,1.944,0.0,0.501,0.117
E15350,0.129,Hall Place,51.445998,0.158543,1.348,0.0,0.75,0.03
E1541,0.9,Chafford,51.144544,0.168468,3.531,-0.003,2.5,0.147
E1550,1.23,Town Lock,51.194615,0.278452,3.457,0.0,1.66,0.882
E15500,0.0,Rainfall station,51.435174,0.135731,,,,
E15510,0.0,Rainfall station,51.307175,0.102521,,,,
E15520,0.0,Rainfall station,51.395266,0.296316,,,,
E1560,0.238,Forest Row,51.095381,0.052195,2.262,0.0,1.82,0.04
E15720,0.0,Rainfall station,51.291987,0.195058,,,,
E1594,0.896,Bracebridge,53.202079,-0.553771,2.091,0.0,1.84,0.297
E160,0.0,Rainfall station,51.384733,0.626364,,,,
E1606,0.0,Rainfall station,52.930882,-0.4014,,,,
E1608,0.27,Brayford Pool,53.229862,-0.546842,1.318,0.0,0.788,0.23
E16120,2.097,LUCIFER BRIDGE GS,51.195997,0.254903,,,,
E1613,0.0,Rainfall station,53.397417,-0.269659,,,,
E1633,0.362,Brigstock,52.45855,-0.611724,3.04,0.026,0.99,0.048
E1645,0.0,Rainfall station,53.664551,-0.343494,,,,
E1660,0.543,Geldharts Mill,52.271031,-0.922807,1.863,0.0,1.39,0.137
E1662,0.654,Donington Bridge,52.90501,-0.255888,3.353,0.0,2.59,0.081
E1672,1.351,Fosdyke Jetty,53.23087,-0.555797,2.361,0.0,1.9,1.272
E1675,0.275,Wainfleet,53.10346,0.23181,2.12,0.12,1.6,0.0
E1681,0.0,Rainfall station,51.067661,0.215829,,,,
E1691,0.0,Rainfall station,51.100206,0.007416,,,,
E1696,0.399,River Freshney Grimsby,53.574576,-0.108253,1.11,0.016,0.78,0.189
E1700,0.0,Rainfall station,51.046446,0.196269,,,,
E1716,0.0,Rainfall station,52.434206,-0.92251,,,,
E1727,1.347,Horseshoe Bridge,53.113634,-0.600069,3.406,0.0,1.99,0.215
E1742,0.191,Laceby,53.546656,-0.159656,1.443,0.0,0.545,0.02
E1780,1.063,North Hykeham,53.176218,-0.5711,2.431,0.0,2.11,0.159
E1782,0.364,Litte Bowden Flood Storage Reservoir,52.470494,-0.909111,2.39,0.0,1.39,0.04
E1788,0.194,Partney,53.187011,0.096794,1.18,0.0,0.6000000000000001,0.017
E1815,0.5,Rainfall station,53.041102,-0.374951,,,,
E1835,1.417,Squires Bridge,53.329892,-0.644055,4.344,0.0,2.87,0.836
E1839,0.285,Horncastle Banks Road,53.208433,-0.108817,1.968,0.0,0.7000000000000001,0.032
E1880,2.235,Yalding Hamstead Lock,51.227207,0.414329,5.754,0.88,3.42,1.517
E1890,0.354,Lamberhurst,51.1015,0.392574,3.36,0.0,2.19,0.014
E19017,0.0,Rainfall station,52.058925,0.296651,,,,
E19023,0.366,Biggleswade,52.085111,-0.267906,1.136,0.083,0.476,0.13
E19027,1.312,Alconbury Weston,52.377001,-0.269421,4.038,0.095,2.2,0.188
E19031,1.042,Comberton,52.175048,0.01962,2.531,0.02,0.838,0.088
E19035,0.388,Bin Brook,52.197227,0.087527,2.12,0.007,1.0,0.057
E1908,0.0,Rainfall station,53.316679,-0.344986,,,,
E1928,,Rainfall station,53.135319,-0.008131,,,,
E1946,1.021,Kislingbury,52.231962,-0.97793,2.16,0.0,1.89,0.043
E1965,,Rainfall station,52.5771,-0.125035,,,,
E1966,0.0,Rainfall station,52.5771,-0.125035,,,,
E1971,0.0,Rainfall station,52.452473,-0.605675,,,,
E1976,0.2,Rainfall station,52.615107,-0.675844,,,,
E1980,0.0,Rainfall station,52.24053,-1.091234,,,,
E2040,0.0,Rainfall station,51.138337,0.459382,,,,
E2043,0.518,Surfleet Sluice,52.845991,-0.100848,1.77,0.15,0.895,0.15
E2050,0.0,Rainfall station,51.098285,0.395836,,,,
E2062,1.998,Islip Sluice,52.401841,-0.5448,3.24,0.469,1.845,0.675
E2097,0.447,Market Harborough,52.476009,-0.922226,2.03,0.0,0.96,0.017
E21018,0.0,Rainfall station,51.587908,0.506691,,,,
E21034,0.225,Castle Mill,52.145596,-0.405558,0.913,0.123,0.264,0.192
E2105,0.946,Wansford,52.584341,-0.404444,2.941,0.0,1.38,0.177
E21096,0.0,Rainfall station,52.583985,0.346152,,,,
E21136,0.198,Hemingford,52.323618,-0.101287,1.212,0.024,0.32,0.141
E21163,0.436,Houghton,52.330674,-0.120798,0.964,0.008,0.452,0.256
E21179,0.0,Rainfall station,51.636308,0.385069,,,,
E2119,0.702,Cogenhoe,52.246264,-0.779863,1.237,0.0,0.605,0.273
E21234,0.0,Rainfall station,52.633846,1.556421,,,,
E2125,1.08,Lilford,52.442977,-0.492641,2.32,0.03,1.3,0.286
E21270,0.54,Turvey,52.160107,-0.63018,1.756,0.039,0.717,0.215
E21288,0.0,Rainfall station,52.447056,1.60611,,,,
E21324,0.561,Covington,52.314257,-0.444982,2.4130000000000003,0.05,0.7000000000000001,0.105
E21325,0.24,Olney,52.147499,-0.708027,1.169,0.015,0.372,0.075
E21326,0.0,Rainfall station,52.428551,-0.353448,,,,
E21335,0.4,Rainfall station,52.132397,-0.953181,,,,
E2141,2.186,Tixover,52.587333,-0.568186,2.92,0.0,2.35,0.154
E21493,2.4,Passenham,52.049192,-0.852318,3.27,2.028,2.362,2.07
E21589,0.0,Rainfall station,52.080162,1.29614,,,,
E21602,0.01,Rainfall station,51.733425,0.429285,,,,
E21609,0.412,Bedford,52.133733,-0.460042,1.417,0.154,0.524,0.252
E21637,0.0,Rainfall station,52.269301,0.00265,,,,
E21732,0.385,Cambridge Byron's Pool,52.171412,0.099158,1.63,0.06,0.645,0.479
E21747,1.766,Earith,52.354128,0.03732,3.145,0.088,2.55,0.584
E21788,1.785,Hamerton,52.428112,-0.3542,3.6,0.983,2.2,1.015
E21836,0.117,Corpusty,52.830878,1.126258,0.704,0.107,0.8200000000000001,0.025
E21838,1.703,Little Ouse,52.453082,0.545246,2.6,1.385,2.105,1.64
E21852,1.294,Boxford,52.028438,0.858403,2.231,1.13,1.77,0.065
E21856,0.334,Bures Bridge,51.972195,0.774544,2.045,0.081,1.43,-0.002
E21862,0.898,Hail Weston,52.253951,-0.309376,3.445,1.075,1.299,0.096
E21870,0.0,Rainfall station,52.684352,0.927128,,,,
E21968,0.925,Webbs Hole Sluice,52.320879,-0.002271,3.1,0.092,1.215,0.215
E22006,0.182,Low Street,52.612011,1.01713,1.883,0.081,1.3,0.168
E22008,0.481,Stone Road Farm,52.669401,0.995655,1.738,-0.035,1.82,0.0
E22022,1.132,Shalford,51.938949,0.502982,2.642,0.306,2.45,0.325
E22078,0.265,Wendling Beck,52.681119,0.893649,1.682,0.087,1.8,0.0
E22088,1.666,Haversham,52.073044,-0.805148,2.956,0.024,1.432,0.132
E22137,0.394,Wimpole,52.118971,-0.054461,1.662,0.043,0.344,0.063
E22176,0.365,Sicklesmere,52.212963,0.746693,1.786,0.202,1.3,0.229
E22205,0.0,Rainfall station,52.121748,-0.215784,,,,
E22218,2.8,Rainfall station,52.295794,-0.512351,,,,
E2223,0.482,St Andrews Mill,52.244802,-0.905866,2.04,-0.09,1.26,0.068
E22231,0.0,Rainfall station,51.999613,-0.629985,,,,
E22244,0.0,Rainfall station,52.202674,-0.045714,,,,
E22268,0.0,Rainfall station,52.041145,0.142627,,,,
E22283,0.0,Rainfall station,52.402761,0.279187,,,,
E22309,0.0,Rainfall station,52.426228,0.740815,,,,
E22322,0.0,Rainfall station,52.227467,0.741731,,,,
E22377,1.25,Milton Keynes,52.06301,-0.710466,2.231,0.06,1.281,0.119
E22400,0.0,Rainfall station,52.177103,0.456319,,,,
E22486,0.0,Rainfall station,51.990419,0.395105,,,,
E2261,1.223,Stilebridge,51.202357,0.515045,3.734,-0.099,3.48,0.114
E22683,0.0,Rainfall station,51.971772,0.940138,,,,
E2270,2.191,Smarden,51.148275,0.682267,4.162,0.0,3.06,0.278
E2273,1.069,Barford Bridge,52.43909,-0.734823,1.956,0.0,1.6,0.018
E22735,,Rainfall station,51.998223,0.579089,,,,
E2285,0.471,Dodford,52.240918,-1.083171,1.72,0.0,1.25,0.025
E22876,,Rainfall station,51.736858,0.480165,,,,
E2296,1.221,Ashley,52.515233,-0.794532,2.95,0.0,2.1,0.028
E2316,0.0,Rainfall station,52.810264,-0.528974,,,,
E23205,0.0,Rainfall station,52.470804,1.73914,,,,
E2331,2.7,Rainfall station,52.473204,-0.862668,,,,
E23392,0.0,Rainfall station,52.835301,0.858574,,,,
E23420,0.0,Rainfall station,52.77483,1.151185,,,,
E23440,0.0,Rainfall station,52.825263,1.408721,,,,
E23470,0.0,Rainfall station,52.191671,1.4844,,,,
E23487,0.0,Rainfall station,52.153042,1.061731,,,,
E23518,0.0,Rainfall station,52.603459,1.16988,,,,
E23527,0.633,Ely,52.399868,0.289328,1.39,0.003,0.9,0.432
E23633,0.0,Rainfall station,51.996269,-0.242627,,,,
E23646,0.0,Rainfall station,52.571992,0.124144,,,,
E2365,0.1,Rainfall station,52.632078,-0.313309,,,,
E23717,0.0,Rainfall station,52.132732,-0.418436,,,,
E23726,0.826,Brackley,52.031808,-1.132641,2.952,0.014,1.492,0.119
E23740,0.525,Setchey Bridge,52.694217,0.419367,1.813,0.027,1.076,0.249
E2382,0.0,Rainfall station,52.332215,-0.788506,,,,
E23956,0.752,Ousden,52.206315,0.520869,2.241,0.0,1.7000000000000002,0.397
E2400,0.0,Rainfall station,51.096946,0.544313,,,,
E2410,0.0,Rainfall station,51.204793,0.588909,,,,
E2416,0.0,Rainfall station,52.808243,-0.129942,,,,
E24187,0.0,Rainfall station,52.218546,1.268312,,,,
E24195,0.0,Rainfall station,52.103622,0.807145,,,,
E2420,0.0,Rainfall station,51.130083,0.749109,,,,
E24238,0.2,Rainfall station,52.323011,-0.206231,,,,
E24255,,Brownshill,52.335738,0.008586,2.182,0.081,0.918,0.298
E24267,0.101,St Ives,52.317315,-0.072946,1.519,-0.118,0.355,0.136
E24289,0.0,Rainfall station,52.172202,0.251294,,,,
E24302,0.344,Godmanchester,52.318507,-0.176335,1.285,0.083,0.488,0.305
E24317,0.057,Eaton Socon,52.21309,-0.281653,0.737,0.006,0.097,0.038
E24319,0.593,Thetford Coffee Mill Sluice,52.415589,0.734272,1.035,0.083,0.707,0.59
E2433,0.0,Rainfall station,52.296783,-0.670693,,,,
E24367,0.519,Offord,52.27627,-0.223832,1.484,0.083,0.656,0.332
E24451,0.541,Sharnbrook,52.219934,-0.521475,2.152,0.071,0.836,0.159
E24506,0.0,Rainfall station,52.898685,0.4791,,,,
E2463,0.0,Rainfall station,52.665732,-0.158215,,,,
E24632,0.0,Rainfall station,52.342401,-0.067451,,,,
E24703,0.91,Rainfall station,52.023252,-1.13062,,,,
E24712,0.0,Rainfall station,52.016759,-0.488107,,,,
E24718,0.0,Rainfall station,52.29472,0.332298,,,,
E24727,0.0,Rainfall station,52.7599,0.536425,,,,
E24732,0.0,Rainfall station,52.516458,0.988183,,,,
E24737,0.0,Rainfall station,52.32454,0.894501,,,,
E24746,0.0,Rainfall station,52.089557,-0.0565,,,,
E24751,0.0,Rainfall station,52.46533,0.054229,,,,
E24756,0.0,Rainfall station,52.494069,1.157581,,,,
E2476,0.0,Rainfall station,52.252632,-1.146653,,,,
E24763,1.0,Rainfall station,51.949875,-0.766824,,,,
E24767,0.0,Rainfall station,52.323479,1.278981,,,,
E24775,,Rainfall station,52.40222,1.542157,,,,
E24790,0.0,Rainfall station,52.409069,1.30592,,,,
E24795,0.269,Debenham,52.232016,1.183613,1.532,-0.091,1.46,0.08
E24805,0.454,Bourn Brook,52.192643,-0.064443,3.081,0.029,0.496,0.222
E24806,,Bourton Grounds,51.991569,-0.939719,2.454,0.045,0.726,0.105
E24807,1.031,Reedham,52.559314,1.570041,2.34,-0.7000000000000001,2.03,-0.45
E24814,0.359,Diss,52.371419,1.099743,1.599,-0.14,0.95,0.0
E24815,0.282,Framlingham,52.230723,1.344041,,,,
E24819,1.406,Huntingfield,52.318638,1.425054,2.688,0.758,2.7,0.0
E24821,0.448,Kings Ripton,52.373829,-0.149082,1.921,0.005,0.95,0.071
E24829,0.627,Riseley,52.249147,-0.485347,2.179,0.587,0.7000000000000001,0.12
E24830,1.313,Saxmundham,52.217851,1.492103,2.94,0.891,1.76,0.0
E24847,0.0,Rainfall station,51.889291,0.584473,,,,
E24854,0.0,Rainfall station,51.623807,0.826545,,,,
E24863,0.0,Rainfall station,51.857943,0.698866,,,,
E24865,0.0,Rainfall station,51.733867,0.736365,,,,
E24874,0.0,Rainfall station,51.906849,1.087118,,,,
E24879,0.04,Rainfall station,51.616598,0.593505,,,,
E24884,0.08,Rainfall station,51.683977,0.715993,,,,
E24889,0.0,Rainfall station,52.35513,1.431153,,,,
E24894,0.0,Rainfall station,51.890899,1.212487,,,,
E24899,0.595,Mountnessing,51.648181,0.346098,2.747,0.182,0.432,0.081
E24901,0.0,Rainfall station,51.793116,0.963307,,,,
E24908,0.01,Rainfall station,51.584133,0.637851,,,,
E24913,0.0,Rainfall station,51.815014,0.765948,,,,
E24920,0.0,Rainfall station,51.532357,0.738679,,,,
E2493,0.0,Rainfall station,52.814,0.01276,,,,
E24930,0.0,Rainfall station,51.820817,1.005761,,,,
E24935,0.0,Rainfall station,51.702642,0.87633,,,,
E24940,0.0,Rainfall station,51.835947,0.597384,,,,
E24947,0.0,Rainfall station,52.165978,0.556609,,,,
E24952,0.15,Rainfall station,51.743647,0.324082,,,,
E24957,0.0,Rainfall station,52.101218,0.906298,,,,
E25033,0.0,Rainfall station,53.449299,0.032134,,,,
E25041,0.0,Rainfall station,52.786909,-0.264322,,,,
E25051,0.0,Rainfall station,53.235003,0.102885,,,,
E25055,0.563,Buckingham,51.998052,-0.992004,2.163,0.065,0.525,0.128
E2510,0.0,Rainfall station,52.535424,-0.981957,,,,
E25173,0.0,Rainfall station,52.703292,0.697456,,,,
E2527,0.0,Rainfall station,52.191056,-1.087854,,,,
E2544,0.0,Rainfall station,52.495753,-0.470258,,,,
E2578,0.0,Rainfall station,52.890974,-0.512865,,,,
E2608,0.248,Market Deeping,52.671948,-0.303639,0.66,-0.45,0.188,0.038
E2613,1.103,Deeping St James,52.666216,-0.280199,1.86,0.0,1.152,0.944
E26212,0.0,Rainfall station,51.93437,-0.252319,,,,
E2647,0.407,Hudds Mill,52.654318,-0.461033,1.5779999999999998,-6.1,0.344,0.0
E2655,0.436,"Old Mill Bridge, Lowick",52.408276,-0.556349,3.03,0.0,1.3,0.089
E2694,0.082,Little Bytham,52.748345,-0.50217,0.798,0.0,0.49,0.01
E270,0.0,Rainfall station,51.321154,0.447621,,,,
E2710,0.803,Manthorpe,52.731094,-0.419825,1.7000000000000002,0.0,0.89,0.31
E2734,0.471,Fosters Bridge,52.616269,-0.582013,1.832,0.0,1.09,0.042
E27594,0.0,Rainfall station,52.735167,-0.4219,,,,
E27601,0.0,Rainfall station,51.530977,0.519422,,,,
E27621,0.0,Rainfall station,51.542522,0.567655,,,,
E27675,0.753,Wardropers,51.644879,0.396505,2.344,-0.6980000000000001,2.056,0.0
E2790,1.079,Brigg,53.550068,-0.501979,2.61,0.0,2.37,0.482
E2814,1.737,Lincoln Monson Street,53.221702,-0.541127,3.19,0.0,2.96,0.115
E2846,0.523,Bishopbridge,53.406624,-0.44906,2.229,0.0,0.97,0.041
E2859,,Rainfall station,52.890503,-0.622875,,,,
E2862,0.425,Saltersford,52.890978,-0.62509,1.078,0.0,0.74,0.108
E2896,0.404,Irnham,52.833221,-0.460655,1.954,0.0,1.01,0.025
E2901,0.401,Claypole,53.022669,-0.746145,0.868,0.0,0.6900000000000001,0.11
E2902,0.149,Fiskerton Sluice,53.226658,-0.368683,1.624,-1.42,0.9,0.088
E29202,0.817,Hardham,50.949713,-0.529578,2.89,0.0,2.25,0.207
E3003,0.294,Kates Bridge,52.720446,-0.363945,1.479,0.0,0.74,0.057
E3220,0.2,Rainfall station,51.350566,0.74362,,,,
E3240,0.2,Rainfall station,51.389586,0.842268,,,,
E3281,0.2,Rainfall station,51.324099,0.908555,,,,
E3401,0.071,Littlebourne,51.273987,1.168823,0.755,0.0,0.53,0.015
E3474,0.0,Rainfall station,51.322006,1.228535,,,,
E37051,0.0,Rainfall station,51.732496,0.516133,,,,
E37081,0.0,Rainfall station,52.84066,1.075753,,,,
E37151,0.0,Rainfall station,51.904776,0.848521,,,,
E37241,0.0,Rainfall station,51.94816,0.481622,,,,
E37271,0.0,Rainfall station,52.049494,0.452229,,,,
E37291,0.0,Rainfall station,52.013331,0.746104,,,,
E3951,0.537,Horton weir,51.257785,1.030079,1.239,0.009,0.75,0.151
E3966,0.546,Vauxhall Bridge,51.296693,1.105983,1.357,0.0,1.2,0.106
E40411,1.974,Bardney,53.213749,-0.345212,3.675,0.0,2.58,0.268
E4060,0.731,Bekesbourne,51.258144,1.145929,2.08,0.0,1.42,0.038
E40684,0.869,Brandy Wharf,53.460884,-0.474196,2.47,0.0,1.35,0.019
E4080,0.0,Rainfall station,51.258867,1.033447,,,,
E4090,0.0,Rainfall station,51.297928,1.053239,,,,
E41311,0.0,Rainfall station,51.520749,0.616886,,,,
E41647,0.64,Nene Valley,52.236777,-0.839447,1.64,0.03,0.95,0.0
E42124,1.16,South Bridge,52.230338,-0.897436,3.4,1.0,2.0,1.13
E42135,0.0,Rainfall station,53.232468,-0.366215,,,,
E4225,1.167,Hougham,52.986895,-0.680145,3.963,0.0,1.69,0.708
E42297,0.0,Rainfall station,52.061887,0.546282,,,,
E427,-0.01,Allington Lock,51.295161,0.507204,1.624,3.337,0.5,0.07
E42961,0.0,Rainfall station,52.945882,0.745281,,,,
E42971,0.0,Rainfall station,52.181011,0.952464,,,,
E42981,0.0,Rainfall station,52.554012,1.032047,,,,
E42991,0.0,Rainfall station,52.558433,1.367321,,,,
E4321,0.224,Hothfield Upstream,51.157688,0.815185,3.9,0.0,2.34,0.066
E4330,0.405,Chart Leacon,51.145063,0.846976,1.77,0.065,0.61,0.103
E4341,0.516,Wye,51.184588,0.930529,1.803,0.01,1.0,0.106
E4351,0.793,Aldington Upstream,51.105167,0.948046,4.891,0.0,4.38,0.008
E43545,0.0,Rainfall station,53.2518,-0.151126,,,,
E4370,0.334,Brown Mill,51.171609,0.799508,1.921,0.0,0.75,0.077
E4402,0.617,White Water Dyke,51.121217,0.85627,1.375,0.0,1.16,0.012
E4403,1.278,Chapel Hill,53.070452,-0.196967,3.217,0.0,1.333,0.386
E4405,0.079,Cranwell Line Sluice,53.00001,-0.427906,0.733,0.0,0.71,0.04
E44081,0.0,Rainfall station,52.060314,0.493671,,,,
E44091,0.0,Rainfall station,51.964319,0.607714,,,,
E44101,0.0,Rainfall station,51.793436,0.648601,,,,
E4411,0.229,Slea Tilting Gate,52.998853,-0.408576,0.581,0.0,0.5,0.244
E44111,0.24,Rainfall station,51.874052,0.368575,,,,
E4412,1.038,Aylesford Stream,51.133674,0.880127,2.957,0.0,1.569,0.892
E44121,0.0,Rainfall station,51.931385,0.712001,,,,
E4413,0.373,New York,53.081293,-0.140778,1.539,0.0,1.1,0.094
E4420,0.88,SOUTH WILLESBOROUGH GS,51.130148,0.878664,,,,
E4427,0.294,Wootton Park,52.212737,-0.938853,2.066,0.0,1.1,0.061
E4482,0.205,Castle Bytham,52.755941,-0.534509,1.499,0.0,0.99,0.01
E4483,0.212,Billingborough Ousemere,52.89634,-0.340975,1.763,-0.75,1.1,0.081
E4485,0.474,Swaton,52.922105,-0.319165,2.626,0.0,1.45,0.15
E4500,0.0,Rainfall station,51.154584,0.889296,,,,
E4510,0.0,Rainfall station,51.105558,0.979102,,,,
E4520,0.0,Rainfall station,51.225958,0.726173,,,,
E4530,0.0,Rainfall station,51.156945,1.009589,,,,
E4540,0.0,Rainfall station,51.202987,0.784947,,,,
E45811,0.0,Rainfall station,53.497914,-0.196218,,,,
E45871,0.0,Rainfall station,53.676809,-0.524692,,,,
E45881,0.0,Rainfall station,53.219937,-0.507486,,,,
E46059,0.29,Rattlesden,52.192763,0.889367,1.612,0.01,0.3,0.0
E46061,0.0,Rainfall station,53.546796,-0.159424,,,,
E46161,0.21,Rainfall station,51.511603,0.583211,,,,
E46331,0.0,Rainfall station,53.248384,0.004612,,,,
E46341,0.0,Rainfall station,52.538018,-0.337559,,,,
E46361,0.0,Rainfall station,52.939919,-0.043906,,,,
E46612,0.0,Rainfall station,53.346199,0.015208,,,,
E47041,0.458,Oakington,52.255096,0.055885,1.703,0.067,0.8,0.06
E47050,1.128,Girton,52.243719,0.07758,2.386,0.749,0.931,0.777
E47061,0.901,Dowsby Fen,52.849491,-0.275979,3.7,0.0,2.5700000000000003,0.0
E47251,0.426,Ruskington Beck,53.048222,-0.396166,0.934,0.17,0.7000000000000001,0.0
E4753,0.0,Rainfall station,51.160348,1.119955,,,,
E4803,1.009,Billinghay,53.077892,-0.274288,2.7,0.0,2.24,0.121
E4823,0.606,Great Easton Flood Storage Reservoir,52.529248,-0.758769,5.04,0.0,1.79,0.237
E4826,0.58,Little Bridge,52.568529,-0.123188,2.8,0.0,1.35,0.049
E4828,0.696,Medbourne Flood Storage Reservoir,52.546177,-0.832027,11.5,0.0,3.5700000000000003,0.22
E4832,0.305,Weedon,52.229209,-1.080484,1.54,-0.04,1.35,0.0
E4850,0.0,Rainfall station,51.359322,1.403568,,,,
E48676,0.0,Rainfall station,52.307124,1.153055,,,,
E4976,0.726,Revesby,53.125717,-0.052667,2.33,0.0,1.78,0.093
E5080,0.118,Crabble Mill,51.140192,1.287219,0.585,0.041,0.5,0.094
E5170,0.0,Rainfall station,51.117863,1.194265,,,,
E5320,0.734,Toynton Fenside,53.144479,0.086945,2.75,0.0,2.07,0.129
E5451,0.0,Rainfall station,51.007531,0.978517,,,,
E560,,Hartlake Bridge,51.201686,0.330336,,,,
E5640,0.0,Rainfall station,51.05909,0.821971,,,,
E5660,0.0,Rainfall station,51.083056,0.871982,,,,
E5670,0.0,Rainfall station,50.943595,0.945951,,,,
E5720,0.0,Rainfall station,53.306737,-0.547985,,,,
E5721,0.1,Rainfall station,53.175194,-0.524002,,,,
E5722,0.0,Rainfall station,53.031102,-0.503575,,,,
E5723,0.0,Rainfall station,53.093909,-0.172837,,,,
E5724,0.0,Rainfall station,53.088074,0.270439,,,,
E5726,0.1,Rainfall station,52.611622,-0.461792,,,,
E5727,0.0,Rainfall station,52.872934,0.138821,,,,
E5728,0.0,Rainfall station,52.651369,0.565622,,,,
E5729,0.0,Rainfall station,52.949162,1.122162,,,,
E5731,0.1,Rainfall station,52.226854,-0.464875,,,,
E5732,0.0,Rainfall station,52.124227,0.957474,,,,
E5733,0.1,Rainfall station,51.895742,0.451114,,,,
E5734,0.0,Rainfall station,51.554554,0.826576,,,,
E581,-0.006,Allington Marina,51.291026,0.511282,1.084,0.0,0.5,0.093
E5852,1.351,Udiam,50.991816,0.524378,3.358,0.029,2.3,0.07
E60101,0.239,Cambridge Baits Bite,52.236542,0.176925,0.75,0.009,0.294,0.218
E60201,0.239,Barton Mills Sluice,52.335121,0.531859,0.738,0.069,0.279,0.21
E603,0.512,Hadlow,51.222555,0.334684,2.452,0.03,1.55,0.173
E60501,0.721,Cambridge Jesus Lock,52.212835,0.120872,1.28,0.02,0.74,0.637
E60701,0.431,Stony Stratford,52.053714,-0.855119,1.16,0.18,0.304,0.151
E60901,0.522,Thornborough,52.011485,-0.9309,1.241,0.148,0.624,0.318
E61101,0.874,St Neots,52.242947,-0.263656,1.845,0.325,1.1,0.8240000000000001
E61201,0.155,Brampton Sluice,52.319854,-0.205625,0.952,0.009,0.301,0.075
E6140,0.475,Hundred House Bridge,50.950221,0.630976,1.881,0.0,0.457,0.0
E61901,0.264,Towcester,52.135918,-0.996201,1.6,0.045,0.85,0.224
E6270,0.0,Rainfall station,51.032353,0.577858,,,,
E6280,0.0,Rainfall station,50.931554,0.580819,,,,
E6380,1.396,SCOTS FLOAT SLUICE RL,50.989632,0.75505,,,,
E6381,1.442,SCOTS FLOAT SLUICE RL,50.989632,0.75505,,,,
E642,0.831,Teston,51.250834,0.447181,3.898,-0.059,2.5,0.259
E651,1.333,Colliers Land Bridge,51.150722,0.174763,4.535,0.0,2.85,0.249
E6520,1.392,Winchelsea Strand Bridge,50.923434,0.72054,3.732,-0.083,3.5,0.188
E65501,1.535,Marsh Road Sluice,52.799742,-0.132532,2.58,0.0,1.452,0.954
E6600,0.249,Burwash,50.990993,0.390419,2.49,-0.095,1.93,0.024
E6621,1.275,CROWHURST WEIR,51.01189,0.398508,,,,
E6642,0.101,Browns Bridge,50.981447,0.468833,1.66,0.0,1.4,0.062
E670,1.263,East Farleigh Gate Upstream,51.254622,0.485076,4.022,0.0,1.71,1.155
